model,rep,n_train_samples,n_test_samples,save_path,onehot,shuffle_label_frac,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy,n_total_leaves,IRM_scaled_L0,IRM_scaled_L1,IRM_scaled_L2,mean_affine_mat_norm
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,14,-2,0.008600000000000052,0.0014857834777616524,0.1895,0.03752167829878251,867.0,10000.0,1833.9721917193838,867,1833.9721917193838,12,0,4.568120293764739,0.18339721917193838,11.53402537485582,0.11534025374855826,336.3454000000138,4.642220078211509,867,867.0,867.0,29.444863728670917,0.31368398313957824
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,15,-2,0.006000000000000005,0.0010671109102408298,0.19199999999999995,0.038142888993187705,894.0,10000.0,1827.4495889079951,894,1827.4495889079951,12,0,4.587502013521341,0.1827449588907995,11.185682326621922,0.11185682326621924,333.95719999999073,4.622838358454698,894,894.0,894.0,29.899832775452108,0.3143507540821302
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,16,-2,0.0042999999999999705,0.0007838612647157704,0.1875,0.037443959011002476,916.0,10000.0,1816.434419405226,916,1816.434419405226,12,0,4.610752667938154,0.18164344194052257,10.917030567685584,0.1091703056768559,329.9433999999964,4.599587704037872,916,916.0,916.0,30.265491900843113,0.3148012218775563
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,17,-2,0.0031999999999999806,0.0005892586978945689,0.1884,0.03761588643955077,925.0,10000.0,1809.611560528944,925,1809.611560528944,12,0,4.623213376526207,0.1809611560528944,10.810810810810809,0.10810810810810813,327.46940000000257,4.587126995449935,925,925.0,925.0,30.4138126514911,0.31511047685641475
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,18,-2,0.0027000000000000357,0.00048034356654186593,0.19299999999999995,0.038559699025040105,933.0,10000.0,1804.0315961756323,933,1804.0315961756323,12,0,4.633611247494382,0.18040315961756323,10.718113612004291,0.10718113612004287,325.4529999999946,4.576729124481851,933,933.0,933.0,30.545048698602532,0.3152869147912837
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,19,-2,0.0020000000000000018,0.00035698146610704703,0.19110000000000005,0.03815787856001807,939.0,10000.0,1797.9838708953982,939,1797.9838708953982,12,0,4.642678857487523,0.17979838708953982,10.649627263045797,0.10649627263045795,323.2746000000064,4.567661514488611,939,939.0,939.0,30.643106892089126,0.3154818137699463
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,20,-2,0.0013999999999999568,0.00026286161644730924,0.19310000000000005,0.03860974363357376,950.0,10000.0,1786.1981972894273,950,1786.1981972894273,11,0,4.661959104477491,0.17861981972894272,10.52631578947368,0.10526315789473684,319.05039999999997,4.548381267498616,950,950.0,950.0,30.822070014844883,0.3156307055117606
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,21,-2,0.0010999999999999899,0.0001864510051439905,0.1915,0.03828530409040524,953.0,10000.0,1775.556250869006,953,1775.556250869006,11,0,4.676609287261152,0.1775556250869006,10.493179433368313,0.1049317943336831,315.25999999999897,4.533731084714919,953,953.0,953.0,30.870698080866266,0.31575168533252407
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,22,-2,0.00039999999999995595,7.421102175817794e-05,0.19240000000000002,0.03847617120304485,961.0,10000.0,1770.9223585465288,961,1770.9223585465288,11,0,4.686249373087125,0.17709223585465286,10.405827263267433,0.10405827263267431,313.61660000000205,4.52409099888898,961,961.0,961.0,31.000000000000004,0.31593108864821795
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,23,-2,0.00019999999999997797,3.6349206349206345e-05,0.19079999999999997,0.0381609977324263,966.0,10000.0,1763.0121950797732,966,1763.0121950797732,11,0,4.698611223610371,0.1763012195079773,10.351966873706003,0.10351966873706005,310.82120000000435,4.51172914836568,966,966.0,966.0,31.080540535840107,0.31599085495436763
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,24,-2,0.0,0.0,0.1966,0.03932,967.0,10000.0,1763.23509493204,967,1763.23509493204,11,0,4.698557547876847,0.176323509493204,10.341261633919336,0.10341261633919338,310.8998000000028,4.511782824099239,967,967.0,967.0,31.096623610932426,0.3160479229737198
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,None,-2,0.0,0.0,0.19479999999999997,0.03896,966.0,10000.0,1763.2634516713604,966,1763.2634516713604,11,0,4.698065352177094,0.17632634516713602,10.351966873706003,0.10351966873706005,310.9098000000034,4.512275019798994,966,966.0,966.0,31.080540535840107,0.3160479229737198
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,2,False,None,-2,0.0,0.0,0.1906,0.0339,1933.0,10000.000000000005,1762.0104994011813,980,1760.8850047632297,11,0,4.703090823490178,0.2493449819025841,10.346611484738748,0.10346611484738748,155.4323000000032,4.5190916517333495,1933,1932.0,966.4999999999999,30.993999882136624,0.22347962951464093
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,3,False,None,-2,0.0,0.0,0.18969999999999998,0.03253777777777777,2902.0,10000.000000000002,1762.2453480337708,984,1760.9190782088767,11,0,4.702960019759165,0.3054033726074419,10.337698139214336,0.10337698139214335,103.63468888888545,4.519022832576705,2902,2902.0,967.3333333333337,31.000243365912187,0.18247035340569923
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,4,False,None,-2,0.0,0.0,0.18600000000000005,0.03111,3868.0,10000.000000000004,1762.0033342760735,996,1760.2630485242823,11,0,4.704894309447231,0.3526263745099053,10.341261633919336,0.10341261633919338,77.71585000000158,4.5211946782197145,3868,3868.0,967.0000000000001,30.956850884414514,0.15802396148685985
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,5,False,None,-2,0.0,0.0,0.18400000000000005,0.030964800000000105,4836.0,10000.00000000001,1761.8802002406412,1000,1759.7630522317486,11,0,4.704887473643103,0.3942637442119171,10.339123242349046,0.10339123242349049,62.177559999999,4.521514594884621,4836,4836.0,967.2,30.96501666763308,0.141340927983371
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,7,False,None,-2,0.0,0.0,0.1844,0.03069510204081625,6768.0,10000.000000000004,1761.7171238566643,1003,1759.3959190585842,11,0,4.705889967307695,0.46649443726586926,10.342789598108746,0.10342789598108745,44.41164489795841,4.5225653240053205,6768,6768.0,966.8571428571428,30.923967286682657,0.1194548866524228
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,10,False,None,-2,0.0,0.0,0.18079999999999996,0.029940599999999994,9668.0,10000.000000000005,1761.694139173995,1003,1759.2964502891489,11,0,4.70576917478482,0.5575746766129179,10.34340091021928,0.10343400910219282,31.088951999999466,4.522281029017488,9668,9667.0,966.8000000000001,30.932805497456854,0.09994312863624108
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,13,False,None,-2,0.0,0.0,0.1774,0.029770295857988203,10000.0,10000.000000000013,1761.6076405630001,1003,1759.3203233067024,11,0,4.7060333238153484,0.6356956976415681,10.337972166998014,0.1033797216699801,23.911776331361107,4.522349248994111,12575,8415.0,967.3076923076923,30.946921778779775,0.08765592244504924
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,16,False,None,-2,0.0,0.0,0.1794,0.029755859375,10000.0,10000.000000000013,1761.5267436942313,1007,1758.2690351592955,11,0,4.707071697567715,0.7052115710905487,10.340593291540102,0.10340593291540102,19.426693750000446,4.5225085816353605,15473,8398.0,967.0625000000001,30.930106775067873,0.07901198074342992
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,20,False,None,-2,0.0,0.0,0.17759999999999998,0.029360499999999977,10000.0,10000.00000000001,1761.636088980922,1006,1759.2168712242387,11,0,4.706396401482311,0.7884998922003731,10.340192327577292,0.10340192327577294,15.543301999999636,4.522613428648016,19342,8394.0,967.1000000000001,30.92486003026193,0.0706704639916855
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,1,-2,0.8,0.08592792158858802,0.8016,0.08582337058305214,2.0,10000.0,7506.733510655617,2,7506.733510655617,2,2,0.6282188093244804,0.7506733510655617,5000.0,50.0,5635.104800000087,8.582121562652198,2,2.0,1.9999999999999993,1.4142135623730945,0.11600284553409605
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,2,-2,0.6628000000000001,0.07766587465692601,0.6637,0.07844457584424133,4.0,10000.0,5343.591863157215,4,5343.591863157215,4,4,1.3156017864888971,0.5343591863157215,2500.0,25.0,2855.397400000255,7.894738585487479,4,4.0,3.9999999999999996,1.9999999999999998,0.14405990766610874
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,3,-2,0.5202,0.06692904194061242,0.5186,0.06745698167865428,8.0,10000.0,4038.2548210829887,8,4038.2548210829887,8,8,1.9248957630511798,0.4038254821082989,1250.0,12.5,1630.7502000000186,7.285444608924763,8,8.0,7.999999999999998,2.82842712474619,0.17546520651886932
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,4,-2,0.3881,0.05563631848513998,0.389,0.05621063109200029,16.0,10000.0,3012.6088362082455,16,3012.6088362082455,16,16,2.5298947467739135,0.30126088362082454,625.0,6.25,907.5811999999559,6.680445625202269,16,16.0,16.0,4.0,0.20584006209942288
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,5,-2,0.29000000000000004,0.04363501296489435,0.3003,0.04535540369610238,32.0,10000.0,2516.5456483044372,32,2516.5456483044372,32,32,3.0167450428947458,0.2516545648304437,312.5,3.125,633.3001999999683,6.193595329081565,32,32.0,32.0,5.656854249492381,0.23514503269101633
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,6,-2,0.23019999999999996,0.03386220871116451,0.25839999999999996,0.038144591427146886,64.0,10000.0,2187.568513212786,64,2187.568513212786,64,64,3.4627848167680204,0.21875685132127862,156.25,1.5625,478.5455999999861,5.747555555208091,64,64.0,64.0,7.999999999999999,0.25580072485554955
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,7,-2,0.1733,0.02580079754419042,0.22119999999999995,0.0336941084480337,125.0,10000.0,2045.7560949438719,125,2045.7560949438719,16,0,3.779000876834964,0.2045756094943872,80.00000000000003,0.8,418.5118000000099,5.4313394951413425,125,125.0,125.0,11.180339887498949,0.2714657580684622
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,8,-2,0.1301,0.019154855553667437,0.2036,0.03238088709317585,227.0,10000.0,1933.8283274375726,227,1933.8283274375726,13,0,4.052528691407665,0.19338283274375728,44.05286343612335,0.44052863436123346,373.9691999999816,5.157811680568498,227,227.0,227.0,15.066519173319364,0.28375586652575335
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,9,-2,0.09009999999999996,0.01325663154343595,0.19340000000000002,0.0327351804896628,369.0,10000.0,1896.5658438345872,369,1896.5658438345872,12,0,4.23958840876075,0.18965658438345875,27.10027100271003,0.27100271002710025,359.6962000000035,4.970751963215266,369,369.0,369.0,19.20937271229855,0.29417065788141733
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,10,-2,0.05940000000000001,0.008662722425583838,0.1874,0.03339527452802953,519.0,10000.0,1873.804685659634,519,1873.804685659634,12,0,4.37065307899671,0.1873804685659634,19.26782273603083,0.1926782273603083,351.1144000000026,4.839687292979414,519,519.0,519.0,22.781571499789035,0.30195292077491476
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,11,-2,0.03649999999999998,0.005459363692870606,0.18869999999999998,0.03531864428990507,649.0,10000.0,1860.3236277594283,649,1860.3236277594283,12,0,4.4558280090532625,0.18603236277594282,15.40832049306626,0.15408320493066258,346.0804000000053,4.754512362922921,649,649.0,649.0,25.475478405713993,0.3072629993088862
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,12,-2,0.022299999999999986,0.00346526656147067,0.19020000000000004,0.036731742367963206,754.0,10000.0,1852.362275582182,754,1852.362275582182,12,0,4.505800533241251,0.18523622755821822,13.26259946949602,0.1326259946949602,343.12460000000425,4.704539838734608,754,754.0,754.0,27.459060435491963,0.3105154793368548
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,13,-2,0.013000000000000012,0.0021918633987728464,0.18869999999999998,0.03709313250897683,829.0,10000.0,1845.0924096098818,829,1845.0924096098818,12,0,4.538962225424591,0.1845092409609882,12.0627261761158,0.12062726176115801,340.4365999999825,4.671378146551671,829,829.0,829.0,28.79236009777594,0.3125559654918154
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,14,-2,0.00880000000000003,0.001513930412310429,0.18930000000000002,0.037526306275638646,864.0,10000.0,1834.8640276598155,864,1834.8640276598155,12,0,4.565745854783865,0.18348640276598155,11.574074074074073,0.11574074074074071,336.67260000001033,4.644594517192396,864,864.0,864.0,29.393876913398138,0.3136373734987484
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,15,-2,0.006199999999999983,0.001077266587896498,0.1926,0.038242103238135164,893.0,10000.0,1826.9542960895328,893,1826.9542960895328,12,0,4.588193768217193,0.18269542960895327,11.198208286674133,0.11198208286674133,333.77619999999615,4.6221466037588534,893,893.0,893.0,29.883105594967873,0.3143342970414456
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,16,-2,0.0042999999999999705,0.0007838612647157704,0.19589999999999996,0.039074235834009895,916.0,10000.0,1816.434419405226,916,1816.434419405226,12,0,4.610752667938154,0.18164344194052257,10.917030567685584,0.1091703056768559,329.94339999999653,4.59958770403787,916,916.0,916.0,30.265491900843113,0.31480078629925096
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,17,-2,0.0031999999999999806,0.0005892586978945689,0.19220000000000004,0.03837620017977779,926.0,10000.0,1809.6049292594225,926,1809.6049292594225,12,0,4.623541169706273,0.18096049292594227,10.79913606911447,0.1079913606911447,327.4670000000026,4.5867992022698685,926,926.0,926.0,30.43024810940588,0.31511047685641475
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,18,-2,0.0027000000000000357,0.00048034356654186593,0.1936,0.038668567693074994,933.0,10000.0,1804.0315961756323,933,1804.0315961756323,12,0,4.633611247494382,0.18040315961756323,10.718113612004291,0.10718113612004287,325.4529999999945,4.576729124481852,933,933.0,933.0,30.545048698602532,0.3152869147912837
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,19,-2,0.0019000000000000128,0.00033448146610704746,0.19230000000000003,0.038410853049667716,941.0,10000.0,1797.949387496767,941,1797.949387496767,12,0,4.643620921302971,0.17979493874967672,10.626992561105205,0.10626992561105209,323.26220000000586,4.56671945067316,941,941.0,941.0,30.675723300355937,0.31551730087023294
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,20,-2,0.0013999999999999568,0.00026286161644730924,0.19479999999999997,0.03895327128552893,949.0,10000.0,1786.2049154562305,949,1786.2049154562305,11,0,4.661631311297423,0.17862049154562307,10.537407797681768,0.10537407797681769,319.0528,4.548709060678683,949,949.0,949.0,30.80584360149873,0.3156307055117606
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,21,-2,0.0010999999999999899,0.00018645100514399013,0.1926,0.03851080158756272,955.0,10000.0,1775.5213318910025,955,1775.5213318910025,11,0,4.6774292761409715,0.17755213318910026,10.471204188481678,0.10471204188481675,315.2475999999984,4.532911095835097,955,955.0,955.0,30.90307428072489,0.3157519817936204
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,22,-2,0.00039999999999995595,7.421102175817794e-05,0.19569999999999999,0.03913626685442733,962.0,10000.0,1770.894124446744,962,1770.894124446744,11,0,4.6867415687868785,0.17708941244467438,10.395010395010395,0.10395010395010396,313.60660000000155,4.523598803189223,962,962.0,962.0,31.016124838541646,0.31593108864821795
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,23,-2,0.00019999999999997797,3.6349206349206345e-05,0.19479999999999997,0.038960997732426304,965.0,10000.0,1763.0405554042143,965,1763.0405554042143,11,0,4.698119027910617,0.17630405554042142,10.362694300518132,0.10362694300518134,310.8312000000049,4.512221344065435,965,965.0,965.0,31.064449134018137,0.31599085495436763
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,24,-2,0.0,0.0,0.19240000000000002,0.03848,967.0,10000.0,1763.028644123515,967,1763.028644123515,11,0,4.698793222893637,0.1763028644123515,10.341261633919336,0.10341261633919338,310.8270000000046,4.511547149082414,967,967.0,967.0,31.096623610932426,0.3160479229737198
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,None,-2,0.0,0.0,0.19330000000000003,0.03866000000000001,967.0,10000.0,1763.23509493204,967,1763.23509493204,11,0,4.698557547876847,0.176323509493204,10.341261633919336,0.10341261633919338,310.899800000003,4.511782824099238,967,967.0,967.0,31.096623610932426,0.3160479229737198
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,2,False,None,-2,0.0,0.0,0.1925,0.033705,1934.0,10000.000000000005,1762.5135460472352,979,1762.0090805668397,11,0,4.701427414242398,0.24932837784736817,10.341261633919336,0.10341261633919338,155.41160000000224,4.515378763383109,1934,1933.0,966.9999999999998,31.024387039322352,0.22347962951464093
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,3,False,None,-2,0.0,0.0,0.18569999999999998,0.032215555555555546,2901.0,10000.000000000004,1762.098811707851,985,1761.0814859057489,11,0,4.70489288657219,0.30532471239649106,10.341261633919336,0.10341261633919338,103.58131111110714,4.516862420300956,2901,2901.0,967.0000000000002,31.008506153230783,0.18247035340569923
